PO_ID,PART_GLOBAL_ID,SUPPLIER_ID,QUANTITY,UNIT_PRICE,TOTAL_AMOUNT,PO_STATUS,CREATED_AT,APPROVED_AT,RECEIVED_AT,IS_MAVERICK
PO000440,G000000439,SUP003,152,51.36,7806.72,received,2025-04-15 00:00:00,2025-04-17 00:00:00,2025-05-28 00:00:00,True
PO000441,G000000440,SUP010,334,347.0,115898.0,approved,2025-11-26 00:00:00,2025-11-27 00:00:00,,True
PO000442,G000000441,SUP007,383,429.74,164590.42,received,2025-05-06 00:00:00,2025-05-07 00:00:00,2025-06-10 00:00:00,True
PO000443,G000000442,SUP010,321,38.94,12499.74,approved,2025-12-03 00:00:00,2025-12-05 00:00:00,,True
PO000444,G000000443,SUP012,80,320.15,25612.0,received,2025-06-27 00:00:00,2025-07-02 00:00:00,2025-08-11 00:00:00,False
PO000445,G000000444,SUP012,142,87.63,12443.46,received,2025-05-18 00:00:00,2025-05-19 00:00:00,2025-05-27 00:00:00,True
PO000446,G000000445,SUP007,149,242.88,36189.12,received,2025-10-23 00:00:00,2025-10-24 00:00:00,2025-12-01 00:00:00,False
PO000447,G000000446,SUP006,38,232.33,8828.54,received,2025-07-08 00:00:00,2025-07-10 00:00:00,2025-08-02 00:00:00,False
PO000448,G000000447,SUP010,355,329.41,116940.55,received,2025-09-18 00:00:00,2025-09-19 00:00:00,2025-09-28 00:00:00,False
PO000449,G000000448,SUP001,135,35.0,4725.0,received,2025-03-18 00:00:00,2025-03-20 00:00:00,2025-03-29 00:00:00,False
PO000450,G000000449,SUP012,389,300.23,116789.47,received,2025-05-08 00:00:00,2025-05-12 00:00:00,2025-06-08 00:00:00,True
PO000451,G000000450,SUP002,302,177.17,53505.34,received,2025-01-27 00:00:00,2025-01-29 00:00:00,2025-02-19 00:00:00,False
PO000452,G000000451,SUP001,498,189.4,94321.2,draft,2025-05-25 00:00:00,,,False
PO000453,G000000452,SUP005,177,52.58,9306.66,received,2025-07-08 00:00:00,2025-07-10 00:00:00,2025-08-04 00:00:00,False
PO000454,G000000453,SUP005,388,285.88,110921.44,received,2025-10-30 00:00:00,2025-11-03 00:00:00,2025-11-22 00:00:00,False
PO000455,G000000454,SUP009,399,361.25,144138.75,received,2025-07-29 00:00:00,2025-07-30 00:00:00,2025-08-20 00:00:00,False
PO000456,G000000455,SUP011,439,316.66,139013.74,received,2025-06-21 00:00:00,2025-06-22 00:00:00,2025-07-23 00:00:00,False
PO000457,G000000456,SUP012,167,60.22,10056.74,received,2025-05-02 00:00:00,2025-05-06 00:00:00,2025-06-13 00:00:00,False
PO000458,G000000457,SUP003,374,136.72,51133.28,received,2025-04-29 00:00:00,2025-05-04 00:00:00,2025-06-06 00:00:00,False
PO000459,G000000458,SUP006,244,438.93,107098.92,received,2025-02-18 00:00:00,2025-02-23 00:00:00,2025-03-10 00:00:00,False
PO000460,G000000459,SUP007,48,272.47,13078.56,received,2025-12-06 00:00:00,2025-12-08 00:00:00,2025-12-30 00:00:00,True
PO000461,G000000460,SUP006,484,363.36,175866.24,approved,2025-06-17 00:00:00,2025-06-20 00:00:00,,False
PO000462,G000000461,SUP004,48,425.45,20421.6,received,2025-10-27 00:00:00,2025-10-28 00:00:00,2025-11-13 00:00:00,False
PO000463,G000000462,SUP008,248,151.6,37596.8,received,2025-07-03 00:00:00,2025-07-05 00:00:00,2025-08-09 00:00:00,False
PO000464,G000000463,SUP005,446,67.16,29953.36,received,2025-06-05 00:00:00,2025-06-10 00:00:00,2025-06-19 00:00:00,True
PO000465,G000000464,SUP006,85,54.68,4647.8,received,2025-07-02 00:00:00,2025-07-06 00:00:00,2025-08-14 00:00:00,True
PO000466,G000000465,SUP005,143,371.74,53158.82,received,2025-07-27 00:00:00,2025-07-31 00:00:00,2025-09-11 00:00:00,False
PO000467,G000000466,SUP004,58,215.99,12527.42,approved,2025-03-13 00:00:00,2025-03-14 00:00:00,,True
PO000468,G000000467,SUP004,76,101.19,7690.44,received,2025-11-19 00:00:00,2025-11-20 00:00:00,2026-01-03 00:00:00,False
PO000469,G000000468,SUP002,21,448.77,9424.17,received,2025-11-27 00:00:00,2025-12-01 00:00:00,2025-12-16 00:00:00,True
PO000470,G000000469,SUP006,72,33.57,2417.04,received,2025-03-28 00:00:00,2025-04-02 00:00:00,2025-05-06 00:00:00,False
PO000471,G000000470,SUP007,264,27.82,7344.48,approved,2025-03-30 00:00:00,2025-04-02 00:00:00,,True
PO000472,G000000471,SUP003,150,136.74,20511.0,draft,2025-01-18 00:00:00,,,False
PO000473,G000000472,SUP010,135,296.57,40036.95,received,2025-10-09 00:00:00,2025-10-13 00:00:00,2025-10-23 00:00:00,True
PO000474,G000000473,SUP007,80,197.37,15789.6,approved,2025-09-27 00:00:00,2025-09-29 00:00:00,,False
PO000475,G000000474,SUP009,416,23.5,9776.0,received,2025-07-03 00:00:00,2025-07-07 00:00:00,2025-08-17 00:00:00,False
PO000476,G000000475,SUP006,477,261.06,124525.62,received,2025-05-19 00:00:00,2025-05-21 00:00:00,2025-05-29 00:00:00,False
PO000477,G000000476,SUP004,25,404.66,10116.5,approved,2025-01-30 00:00:00,2025-02-03 00:00:00,,False
PO000478,G000000477,SUP010,129,438.68,56589.72,received,2025-12-03 00:00:00,2025-12-05 00:00:00,2025-12-29 00:00:00,False
PO000479,G000000478,SUP012,38,347.36,13199.68,draft,2025-10-22 00:00:00,,,False
PO000480,G000000479,SUP007,191,421.81,80565.71,draft,2025-03-30 00:00:00,,,True
PO000481,G000000480,SUP010,172,365.7,62900.4,approved,2025-10-30 00:00:00,2025-10-31 00:00:00,,False
PO000482,G000000481,SUP006,495,261.93,129655.35,received,2025-04-07 00:00:00,2025-04-11 00:00:00,2025-05-22 00:00:00,False
PO000483,G000000482,SUP008,29,54.26,1573.54,received,2025-04-23 00:00:00,2025-04-24 00:00:00,2025-06-03 00:00:00,False
PO000484,G000000483,SUP006,479,282.15,135149.85,approved,2025-06-24 00:00:00,2025-06-26 00:00:00,,False
PO000485,G000000484,SUP006,40,24.53,981.2,received,2025-03-14 00:00:00,2025-03-15 00:00:00,2025-04-24 00:00:00,False
PO000486,G000000485,SUP002,201,321.47,64615.47,approved,2025-10-28 00:00:00,2025-10-29 00:00:00,,True
PO000487,G000000486,SUP006,79,439.5,34720.5,approved,2025-08-12 00:00:00,2025-08-16 00:00:00,,False
PO000488,G000000487,SUP003,372,436.4,162340.8,approved,2025-11-11 00:00:00,2025-11-14 00:00:00,,True
PO000489,G000000488,SUP010,427,91.28,38976.56,received,2025-05-31 00:00:00,2025-06-02 00:00:00,2025-06-20 00:00:00,False
PO000490,G000000489,SUP012,495,264.18,130769.1,draft,2025-10-18 00:00:00,,,True
PO000491,G000000490,SUP010,172,415.65,71491.8,draft,2025-04-24 00:00:00,,,False
PO000492,G000000491,SUP002,489,230.84,112880.76,received,2025-02-09 00:00:00,2025-02-11 00:00:00,2025-03-12 00:00:00,False
PO000493,G000000492,SUP003,335,400.11,134036.85,received,2025-12-10 00:00:00,2025-12-13 00:00:00,2026-01-17 00:00:00,True
PO000494,G000000493,SUP004,137,316.53,43364.61,received,2025-02-25 00:00:00,2025-02-26 00:00:00,2025-03-08 00:00:00,False
PO000495,G000000494,SUP012,224,436.56,97789.44,draft,2025-09-10 00:00:00,,,False
PO000496,G000000495,SUP006,289,178.28,51522.92,approved,2025-10-23 00:00:00,2025-10-25 00:00:00,,False
PO000497,G000000496,SUP002,419,382.91,160439.29,received,2025-06-13 00:00:00,2025-06-16 00:00:00,2025-06-29 00:00:00,True
PO000498,G000000497,SUP003,464,178.32,82740.48,approved,2025-10-08 00:00:00,2025-10-09 00:00:00,,True
PO000499,G000000498,SUP010,467,224.99,105070.33,received,2025-12-01 00:00:00,2025-12-03 00:00:00,2026-01-17 00:00:00,False
PO000500,G000000499,SUP003,37,59.05,2184.85,received,2025-04-08 00:00:00,2025-04-12 00:00:00,2025-05-24 00:00:00,False
